sentence,splitset_label
the action here is unusually tamethe characters are too simplistic to maintain interestand the plot offers few surprises ,1
i could nt help but feel the wasted potential of this slapstick comedy ,1
what madonna does here ca nt properly be called actingmore accuratelyitmoving and ittalking and itoccasionally gesturingsometimes all at once ,1
lrb a rrb painfully flat grossout comedy ,1
even if you re an elvis personyou wo nt find anything to get excited about on this dvd ,1
the movie certainly has its share of clever moments and biting dialoguebut therejust not much lurking below its abstract surface ,1
itbedeviled by labored writing and slack direction ,1
i m sure therea teenage boy out there somewhere whodying for this kind of entertainment ,1
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life ,1
the film is a confusing melange of tones and stylesone moment a romantic trifle and the next a turgid drama ,1
obviouslya lot of people wasted a lot of their time lrb including mine rrb on something very inconsequential ,1
therea little violence and lots of sex in a bid to hold our attentionbut it grows monotonous after a whileas do joan and philiprepetitive argumentsschemes and treachery ,1
it drowns in sap ,1
deliberately and devotedly constructedfar from heaven is too picture postcard perfecttoo neat and new pinliketoo obviously a recreation to resonate ,1
itrare that a movie can be as intelligent as this one is in every regard except its storylineeverything thatgood is ultimately scuttled by a plot thatjust too boring and obvious ,1
i m giving it thumbs down due to the endlessly repetitive scenes of embarrassment ,1
theregot to be a more graceful way of portraying the devastation of this disease ,1
the good thingthe only good thingabout extreme ops is that itso inane that it gave me plenty of time to ponder my thanksgiving todo list ,1
the modernday characters are nowhere near as vivid as the thcentury ones ,1
blessed with a searing lead performance by ryan gosling lrb murder by numbers rrbthe movie is powerful and provocative ,1
italso built on a faulty premiseone it follows into melodrama and silliness ,1
uneven performances and a spotty script add up to a biting satire that has no teeth ,1
director jay russell stomps in hobnail boots over natalie babbittgentleendearingchildrennovel ,1
benignipinocchio is extremely straight and mindnumbingly stiltedits episodic pacing keeping the film from developing any storytelling flow ,1
the troubling thing about clockstoppers is that it does nt make any sense ,1
with its paint fightsmotorized scooter chases and dewyeyed sentimentita pretty listless collection of kidmovie clichs ,1
mostly the film is just hectic and homiletictwo parts exhausting men in black mayhem to one part family values ,1
kicks off with an inauspicious premisemopes through a dreary tract of virtually plotless meanderings and then ends with a whimper ,1
a rote exercise in both animation and storytelling ,1
the material and the production itself are little more than routine ,1
the moviemajor and most devastating flaw is its reliance on formulathoughand itquite enough to lessen the overall impact the movie could have had ,1
not even steven spielberg has dreamed up such blatant and sickening product placement in a movie ,1
itall surface psychodramatics ,1
the mothman prophecieswhich is mostly a boreseems to exist only for its climactic setpiece ,1
that frenetic spectacle lrb on the tv show rrb has usually been leavened by a charm thatconspicuously missing from the girlsbigscreen blowout ,1
kitschyflashyoverlong soap opera ,1
for all the time we spend with these peoplewe never really get inside of them ,1
yet another arnold vehicle that fails to make adequate use of his particular talents ,1
sandra bullockdespite downplaying her good lookscarries a little too much ai ntshecute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ,1
an undistinguished attempt to make a classic theater piece cinematic ,1
too many scenarios in which the hero might have an opportunity to triumphantly sermonizeand too few that allow us to wonder for ourselves if things will turn out okay ,1
there is simply not enough of interest onscreen to sustain its seventyminute running time ,1
a wordy wisp of a comedy ,1
broomfieldstyle of journalism is hardly journalism at alland even those with an avid interest in the subject will grow impatient ,1
lrb seagalrrb strenuous attempt at a change in expression could very well clinch him this yearrazzie ,1
has the disjointed feel of a bunch of strungtogether tv episodes ,1
a series of escapades demonstrating the adage that what is good for the goose is also good for the gandersome of which occasionally amuses but none of which amounts to much of a story ,1
ozpetek offers an aids subtextskims over the realities of gay sexand presents yet another tired old vision of the gay community as an allinclusive world where uptightmiddle class bores like antonia can feel good about themselves ,1
a dopey movie clothed in excess layers of hipness ,1
the sweetest thing is expressly for idiots who do nt care what kind of sewage they shovel into their mental gullets to simulate sustenance ,1
sinks so low in a poorly played game of absurd plot twistsidiotic court maneuvers and stupid characters that even freeman ca nt save it ,1
i realized that no matter how fantastic reign of fire lookedits story was making no sense at all ,1
it made me realize that we really have nt had a good cheesy bmovie playing in theaters sincewellsince last weekreign of fire ,1
some movies were made for the big screensome for the small screenand somelike ballisticecks vs severwere made for the palm screen ,1
sc is an autopilot hollywood concoction lacking in imagination and authentic christmas spirityet itgeared toward an audience full of masters of both ,1
after all the big buildupthe payoff for the audienceas well as the charactersis messymurkyunsatisfying ,1
seems content to dogpaddle in the mediocre end of the pooland ita sadsick sight ,1
itrefreshing that someone understands the need for the bad boydieselwith his brawny frame and coolcomposed deliveryfits the bill perfectly ,1
if all of eight legged freaks was as entertaining as the final houri would have no problem giving it an unqualified recommendation ,1
suffers from a flat script and a low budget ,1
there are deeply religious and spiritual people in this world who would argue that entering a churchsynagogue or temple does nt mean you have to check your brain at the door ,1
the same should go for movie theaters ,1
seemingly a vehicle to showcase the canadianinane ramblingsstealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr drew barrymore ,1
the film tries to touch on spousal abuse but veers off course and becomes just another revenge film ,1
as it stands itan opera movie for the buffs ,1
this franchise has not spawned a single good film ,1
the crap continues ,1
its inescapable absurdities are tantamount to insulting the intelligence of anyone who has nt been living under a rock lrb since septrrb ,1
high dramadisneystylea wing and a prayer and a hunky hasbeen pursuing his castle in the sky ,1
like its scriptwhich nurses plot holes gaping enough to pilot an entire olympic swim team throughthe characters in swimfan seem motivated by nothing short of dullbraindeadening hangover ,1
one big blustery movie where nothing really happens ,1
when it comes out on videothen itthe perfect cure for insomnia ,1
like a comedian who starts off promisingly but then proceeds to flopcomedian runs out of steam after a half hour ,1
the pairing does sound promising in theorybut their lack of chemistry makes eddie murphy and robert deniro in showtime look like oldfamiliar vaudeville partners ,1
director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking ,1
as it standstheresome fine sex onscreenand some tense arguingbut not a whole lot more ,1
i could just feel the screenwriter at every momenttaptaptaptaptapping awayon this screenplay ,1
the picture does nt know ita comedy ,1
a stupidderivative horror film that substitutes extreme gore for suspense ,1
the rollerball sequences feel sanitised and stagey ,1
roman polanski directs the pianist like a surgeon mends a broken heartvery meticulously but without any passion ,1
nothing more than a runofthemill action flick ,1
lan yu is certainly a serviceable melodramabut it does nt even try for the greatness that happy together shoots for lrb and misses rrb ,1
this is an action movie with an action icon whobeen all but decommissioned ,1
even if it is generally amusing from time to timei spy has all the same problems the majority of action comedies have ,1
much like robin williamsdeath to smoochy has already reached its expiration date ,1
an annoying orgy of excess and exploitation that has no point and goes nowhere ,1
a tiredunnecessary retreada stale copy of a picture that was nt all that great to begin with ,1
an often unfunny romp ,1
a worthy ideabut the uninspired scriptsacting and direction never rise above the level of an afterschool tv special ,1
twenty years laterreggio still knows how to make a point with poetic imagerybut his ability to startle has been stifled by the very prevalence of the fastforward technology that he so stringently takes to task ,1
earsplitting exercise in formula crashandbash action ,1
we have an actor who is great fun to watch performing in a film that is only mildly diverting ,1
despite hoffmanbest effortswilson remains a silentlumpish cipherhis encounters reveal nothing about who he is or who he was before ,1
therea thin line between likably oldfashioned and fuddyduddyand the count of monte cristonever quite settles on either side ,1
the emotional overload of female angst irreparably drags the film down ,1
schaefer determination to inject farcical raunchdrowns out the promise of the romantic angle ,1
like showgirls and glitterthe most entertaining moments here are unintentional ,1
while some of the camera work is interestingthe filmmidtolow budget is betrayed by the surprisingly shoddy makeup work ,1
the origin story is well toldand the characters will not disappoint anyone who values the original comic books ,1
itin the action scenes that things fall apart ,1
impostor is a step down for director gary fleder ,1
seagalwho looks more like danny aiello these daysmumbles his way through the movie ,1
the movie is a negligible work of manipulationan exploitation piece doing its usual worst to guilttrip parents ,1
lacks dramatic punch and depth ,1
there are moments of real pleasure to be found in sara sugarmanwhimsical comedy very anniemary but not enough to sustain the film ,1
i can analyze this movie in three wordsthumbs friggindown ,1
sadly garthhas nt progressed as nicely aswayne,1
make like the title and dodge this one ,1
this is not one of the movies you d want to watch if you only had a week to live ,1
the first hour is tedious though ford and neeson capably hold our interestbut its just not a thrilling movie ,1
herea case of two actors who do everything humanly possible to create characters who are sweet and believableand are defeated by a screenplay that forces them into bizarreimplausible behavior ,1
itobvious lrb jegyu is rrb trying for poetrywhat he gets instead has all the lyricism of a limerick scrawled in a public restroom ,1
sweet home alabama is one dumb moviebut its stupidity is so relentlessly harmless that it almost wins you over in the end ,1
lrb green is rrb the comedy equivalent of saddam husseinand i m just about ready to go to the un and ask permission for a preemptive strike ,1
no amount of good acting is enough to save oleanderuninspired story ,1
a vileincoherent messa scummy ripoff of david cronenbergbrilliantvideodrome,1
murphy and wilson actually make a pretty good teambut the project surrounding them is distressingly rote ,1
despite its raucous intentxxx is as conventional as a nike ad and as rebellious as spring break ,1
think the lion king redone for horseswith fewer deliberate laughsmore inadvertent ones and stunningly trite songs by bryan adamsthe worldmost generic rock star ,1
it is one more celluloid testimonial to the cruelties experienced by southern blacks as distilled through a caucasian perspective ,1
ittough being a black man in americaespecially when the man has taken away your caryour workhours and denied you health insurance ,1
a small fortune in salaries and stunt cars might have been saved if the directortom deyhad spliced together bits and pieces of midnight run andhours lrb andfor that mattershrek rrb ,1
an amateurishquasiimprovised acting exercise shot on ugly digital video ,1
the holes in this film remain agapeholes punched through by an inconsistentmeanderingand sometimes dry plot ,1
would benigniitalian pinocchio have been any easier to sit through than this hastily dubbed disaster ,1
unofficiallynational lampoonvan wilder is son of animal house ,1
officiallyit is twice as bestial but half as funny ,1
this is a fragmented filmonce a good idea that was followed by the bad idea to turn it into a movie ,1
mindless yet impressively lean spinoff of last summerbloated effects fest the mummy returns ,1
halfway through the moviethe humor dwindles ,1
itreplaced by some dramatic scenes that are jarring and deeply out of place in what could have lrb and probably should have rrb been a lighthearted comedy ,1
will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts ,1
authenticand at times endearinghumorousspookyeducationalbut at other times as bland as a block of snow ,1
controlaltdelete simone as quickly as possible,1
follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humorverve and fun ,1
the filmmaker ascendsliterallyto the olympus of the art worldbut he would have done well to end this flaweddazzling series with the raising of something other than his own cremaster ,1
the screenplay comes acrossrather unintentionallyas hiphop scoobydoo ,1
has lost some of the dramatic conviction that underlies the best of comedies ,1
vaguely interestingbut itjust too too much ,1
 no charmno laughsno funno reason to watch ,1
a generic family comedy unlikely to be appreciated by anyone outside the under set ,1
kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party ,1
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business ,1
the film virtually chokes on its own selfconsciousness ,1
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse ,1
everything in maid in manhattan is exceedingly pleasantdesigned not to offend ,1
it goes down easyleaving virtually no aftertaste ,1
a profoundly stupid affairpopulating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility ,1
 pays tribute to heroes the way julia roberts hands out awardswith phony humility barely camouflaging grotesque narcissism ,1
time stands still in more ways that one in clockstoppersa scifi thriller as lazy as it is interminable ,1
as a directoreastwood is off his gamethereno real sense of suspenseand none of the plotsurprisesare really surprising ,1
eccentric enough to stave off doldrumscarusoselfconscious debut is also eminently forgettable ,1
to worklove stories require the full emotional involvement and support of a viewer ,1
that is made almost impossible by events that set the plot in motion ,1
although barbershop boasts some of todayhottest and hippest acts from the world of televisionmusic and standup comedythis movie strangely enough has the outdated swagger of a shamelesss blaxploitation shuckandjive sitcom ,1
a puzzle whose pieces do not fit ,1
some are fascinating and others are notand in the endit is almost a good movie ,1
would that greengrass had gone a tad less for grit and a lot more for intelligibility ,1
the good is veryvery goodthe rest runs from mildly unimpressive to despairingly awful ,1
 butterfingeredis the word for the bigfisted direction of jez butterworthwho manages to blast even the smallest sensitivities from the romance with his clamorous approach ,1
be forewarnedif you re depressed about anything before watching this filmyou may just end up trying to drown yourself in a lake afterwards ,1
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome ,1
in the wrong handsie peploe itsimply unbearable,1
an inexperienced directormehta has much to learn ,1
a limp eddie murphy vehicle that even he seems embarrassed to be part of ,1
so muddledrepetitive and ragged that it says far less about the horrifying historical reality than about the filmmakercharacteristic style ,1
a gushy episode ofmashonly this time from an asian perspective ,1
 looking for leonardjust seems to kinda sit in neutralhoping for a stiff wind to blow it uphill or something ,1
nothing more than four or five mild chuckles surrounded byminutes of overlyfamiliar and poorlyconstructed comedy ,1
definitely in the guilty pleasure bmovie categoryreign of fire is so incredibly inane that it is laughingly enjoyable ,1
goodlooking but relentlessly lowbrow outing plays like clueless does south fork ,1
entertaining enoughbut nothing new,1
 one resurrection too many ,1
this is a film about the irksometiresome nature of complacency that remains utterly satisfied to remain the same throughout ,1
even as the hero of the story rediscovers his passion in lifethe mood remains oddly detached ,1
demeo is not without talenthe just needs better material ,1
in spite of featuring a script credited to no fewer than five writersapparently nobody here bothered to check it twice ,1
no one involvedsave dashshows the slightest aptitude for actingand the scriptcredited to director abdul malik abbott and ernesttronandersonseems entirely improvised ,1
initially grippingeventually cloying pow drama ,1
a timidsoggy near miss ,1
works better in the conception than it does in the executionwinds up seeming just a little too clever ,1
to the vast majority of more casual filmgoersit will probably be a talky bore ,1
observant intelligence constantly vies with pretensionand sometimes plain wacky implausibilitythroughout maelstrom ,1
this version of hg wellstime machine was directed by hg wellsgreatgrandson ,1
they should have found orson wellesgreatgrandson ,1
shunji iwaiall about lily chou chou is a beautifully shotbut ultimately flawed film about growing up in japan ,1
with more character development this might have been an eerie thrillerwith better payoffsit could have been a thinking manmonster movie ,1
thriller directorial debut for traffic scribe gaghan has all the right partsbut the pieces do nt quite fit together ,1
 would be a total loss if not for two supporting performances taking place at the movieedges ,1
therenot a single jumpinyourseat moment and believe it or notjason actually takes a backseat in his own film to special effects ,1
goldbacher draws on an elegant visual sense and a talent for easyseductive pacingbut she and writing partner laurence coriat do nt manage an equally assured narrative coinage ,1
though harris is affecting at timeshe can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities ,1
the documentary is much too conventionallots of boring talking headsetcto do the subject matter justice ,1
the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart ,1
this is not a jackie chan movie ,1
itjust a movie that happens to have jackie chan in it ,1
and that makes all the difference ,1
far too clever by halfhowardfilm is really a series of strungtogether momentswith all the spaces in between filled with fantasiesdaydreamsmemories and one fantastic visual trope after another ,1
the problem with movies about angels is they have a tendency to slip into hokum ,1
a rumor of angels does nt just slipit avalanches into forced fuzziness ,1
no big whoopnothing new to seezero thrillstoo many flashbacks and a choppy ending make for a bad film ,1
i do nt think this movie loves women at all ,1
shankmanand screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story ,1
a negligible british comedy ,1
fails to convince the audience that these brats will ever be anything more than losers ,1
slack and uninspiredand peopled mainly by characters so unsympathetic that you re left with a sour taste in your mouth ,1
skip this turd and pick your nose instead because you re sure to get more out of the latter experience ,1
what can one say about a balding yearold actor playing an innocent boy carved from a log ,1
trailer trash cinema so uncool the only thing missing is thegadzooks,1
her film is like a beautiful food entre that is nt heated properlyso that it ends up a bit cold and relatively flavorless ,1
like the world of his filmhartley created a monster but did nt know how to handle it ,1
no new plot conceptions or environmental changesjust different bodies for sharp objects to rip through ,1
needs more impressionistic cinematography and exhilarating pointofview shots and fewer slowmotiongrandeurshots and quickcut edits that often detract from the athleticism ,1
in the endthere is nt much to it ,1
a waste of fearless purity in the acting craft ,1
the film is ultimately about as inspiring as a hallmark card ,1
anyone not into hightech splatterfests is advised to take the warning literallyand log on to something more userfriendly ,1
disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances ,1
you could easily mistake it for a sketchy workinprogress that was inexplicably rushed to the megaplexes before its time ,1
directors harry gantz and joe gantz have chosen a fascinating subject matterbut the couples exposing themselves are nt all that interesting ,1
yet another entry in the sentimental ohthosewackybrits genre that was ushered in by the full monty and is still straining to produce another smash hit ,1
for those for whom the name woody allen was once a guarantee of something freshsometimes funnyand usually genuinely worthwhilehollywood ending is a depressing experience,1
femme fatale offers nothing more than a baitandswitch that is beyond playing fair with the audience ,1
are we dealing with dreamsvisions or being told what actually happened as if it were the third ending of clue ,1
it could have been something specialbut two things drag it down to mediocritydirector clare peploemisunderstanding of marivauxrhythmsand mira sorvinolimitations as a classical actress ,1
fluffy neonoir hiding behind cutesy film references ,1
imagine susan sontag falling in love with howard stern ,1
